,X,StateAbbr,CityName,GeographicLevel,PopulationCount,GeoLocation,CityFIPS,TractFIPS,ACCESS2,percentACCESS2,leastACCESS2,posACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,HIGHCHOL,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PAPTEST,PHLTH,SLEEP,STROKE,TEETHLOST,Lat,Long,avgOutcome,sdOutcome,avgBehavior,sdBehavior,avgPrevent,sdPrevent,sdPHLTH,sdMHLTH,sdACCESS2,sdCANCER,sdMAMMOUSE,sdCOPD
185,186,FL,Lauderhill,City,66887,"26.1605584187, -80.2241278263",1239550,NA,27,four,0.882,73,26.6,13.5,38.2,66.7,5.6,10.9,6.9,77.8,76.1,60.9,8.3,25.3,23.2,22.6,51.1,14.1,32.5,4,29.4,80.5,16,34.7,79.2,15.3,45.8,4.5,17.9,26.16055842,-80.22412783,15.44615385,10.9304327,29.2,12.20553153,56.78,23.64904508,3.235222816,3.588447071,7.58,1.906704961,2.746114138,1.953190308
186,187,FL,Melbourne,City,76068,"28.1158805782, -80.6508814613",1243975,NA,18.2,three,0.547,81.8,24.8,20.5,29.4,59.6,6.6,8.9,6.2,70.4,74.8,64.9,7.2,33.5,31.2,21.6,61.3,9,34.1,2.8,22.7,79.2,13.2,25,80.6,12,37.8,2.9,14.6,28.11588058,-80.65088146,13.20769231,10.06706359,25.52,7.063780857,57.37,21.99954798,3.211104246,1.874019224,5.23,1.405985966,2.555568574,2.338275533
187,188,FL,Miami,City,399457,"25.782295897, -80.2215647762",1245000,NA,37,four,0.98,63,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,25.7822959,-80.22156478,14.40769231,10.45270791,27.1,9.933025722,54.27,21.27617603,5.45286118,4.084571066,12.2,1.154376091,4.268550662,2.861779201
188,189,FL,Miami Beach,City,87779,"25.8167101614, -80.1341952652",1245025,NA,23.9,four,0.814,76.1,19.7,17,28.5,59.3,5.5,7.4,6,71.3,73.4,62.2,5.2,27.3,26.4,15.1,66.6,10.3,34.7,3.1,23.4,79,11.6,25.8,81.1,11.8,32.8,2.5,10,25.81671016,-80.13419527,12.02307692,9.8700856,22.82,7.1113993,57.05,22.5506467,3.336623171,2.061534891,8.18,1.540488055,3.131363362,1.423405685
189,190,FL,Miami Gardens,City,107167,"25.9432633871, -80.2425332162",1245060,NA,28.9,four,0.919,71.1,24.6,12.9,38.4,66.6,5.1,10.3,6.9,77.4,75.2,60.7,7.3,21.1,22.2,21.9,53,14.6,33.5,4,31.4,80.9,15.3,35.5,80.1,15.2,43.7,4.4,18.3,25.94326339,-80.24253322,15.22307692,11.07122049,29.08,11.97589245,56.61,24.17990212,2.3884604,1.752333284,5.42,1.105609127,2.262200125,1.448169077
190,191,FL,Miramar,City,122041,"25.9773288233, -80.3357316003",1245975,NA,21,three,0.719,79,21.7,16.2,31.3,62.3,5.2,8.3,5.5,76.5,77.1,66.3,5.1,27.6,26.2,14.6,64.5,11.3,31.9,3.5,22.4,83.3,11.5,27.5,84.5,10.9,39.6,3,11.1,25.97732882,-80.3357316,12.33076923,9.861404955,24.06,10.09148156,58.93,24.66392102,2.886866814,2.708382051,5.33,0.493246051,2.585012895,1.780156828
191,192,FL,Orlando,City,238300,"28.4800646771, -81.3452411179",1253000,NA,22.9,three,0.776,77.1,24.4,16.8,33.2,61.7,5.9,9.2,6.5,70.5,74.6,63.9,7,27.3,30,18.9,57.9,11.2,33.5,3.4,26.3,79.8,13.5,28.6,79.2,13.2,36,3.4,16.2,28.48006468,-81.34524112,13.89230769,10.36455993,25.32,7.739315215,56.78,21.98134563,4.156685615,3.167803396,9.61,2.421947049,2.622250395,2.578487877
192,193,FL,Palm Bay,City,103190,"27.9838255249, -80.6666722846",1254000,NA,21.1,three,0.724,78.9,25.5,19.6,30.7,60.4,6.3,9.3,6.5,70.7,74.5,63.2,7.6,31.5,29.4,23.1,57.6,10.1,34.2,3,24.9,78.9,14.1,27,79.8,13,39.5,3.1,16,27.98382552,-80.66667228,13.8,10.23588459,26.82,7.590586275,56.71,21.71463664,1.58943124,1.118257573,3.12,1.42495614,1.838432303,1.356404561
193,194,FL,Palm Coast,City,75180,"29.5405590976, -81.2508206143",1254200,NA,19.5,three,0.638,80.5,24.8,18.5,30.1,60.9,6.5,9,6.4,69.6,75.7,65.2,7.3,36.3,28.7,20.8,60.7,9.3,33.3,3,23.2,78.7,13.7,26.1,79.3,12.5,35.6,2.9,14,29.5405591,-81.25082061,13.29230769,9.976510875,24.84,6.644019868,57.46,21.61862366,1.028730146,1.613543867,3.3,2.037037999,1.31789876,0.870030103
194,195,FL,Pembroke Pines,City,154750,"26.0127387534, -80.3384522664",1255775,NA,19.8,three,0.66,80.2,21.1,17.6,27.6,59.5,5.7,7.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,13.8,67.6,9.8,32.1,3.1,21,81.8,11,24.7,84.5,10.5,36.5,2.5,11,26.01273875,-80.33845227,11.74615385,9.380530847,22.72,8.69695349,58.76,24.25852427,2.911840953,1.444353709,4.1,2.966246903,2.520062358,2.294360187
195,196,FL,Plantation,City,84955,"26.1259853923, -80.2616762465",1257425,NA,16.5,two,0.436,83.5,21.5,18.3,27.6,59.9,6.2,8,5.4,74.4,77.5,68.7,5.3,32.3,30.4,14.6,69.5,8.5,32,2.9,19,81.9,11.1,23.7,84.2,9.9,35.7,2.5,9.1,26.12598539,-80.26167625,11.53846154,9.433410347,22.26,8.180647896,59.53,24.21730557,2.035474857,2.14497577,6.41,1.628657826,1.950546482,1.090919458
196,197,FL,Pompano Beach,City,99845,"26.2428335699, -80.131245161",1258050,NA,26.8,four,0.884,73.2,24.7,16.5,31.7,62.9,6.2,9.4,6.8,72.9,74.9,61.8,8,30.1,27.1,21.8,55.9,10.9,33.3,3.4,26.6,78.1,15,29.4,78,14.3,40,3.5,14.1,26.24283357,-80.13124516,13.94615385,10.01412464,26.86,8.833345912,56.85,21.20776849,3.273567802,4.030972397,10.92,3.035360833,2.462031681,1.562305988
197,198,FL,Port St. Lucie,City,164603,"27.2808680308, -80.3832154574",1258715,NA,21.1,three,0.726,78.9,24,18.8,31,61.7,6.3,9,6.4,70.9,76.7,65.3,7.2,33.1,31,21.2,60.3,9.6,34.4,3.1,23.4,78.8,13.7,27.3,79.5,12.6,37.1,3,14.2,27.28086803,-80.38321546,13.42307692,10.20777105,25.56,7.168891128,57.84,21.58606546,1.75071414,1.705662837,4.06,1.670970633,1.900350845,1.276956948
198,199,FL,St. Petersburg,City,244769,"27.792894971, -82.6650743239",1263000,NA,19.2,three,0.625,80.8,24.7,19.5,32.4,61.8,6.5,9.1,6.4,71.3,75.9,65,7.2,34.3,33.3,22.3,57.8,9.7,34.6,2.9,21.5,78.7,13.4,29,79.9,12.4,38.3,3.1,15.2,27.79289497,-82.66507432,13.66153846,10.50813482,26.12,7.687782515,57.72,21.46137616,3.217762271,2.920456556,6.98,2.072419666,2.095593762,1.835941723
199,200,FL,Sunrise,City,84439,"26.1546878303, -80.299841102",1269700,NA,21.4,three,0.737,78.6,23,16.9,29.9,61.7,5.8,8.7,6,74.8,76.9,63.9,6.3,28.7,26.1,17.2,62.6,10.6,32.3,3.3,23.5,80.4,12.7,27.1,82.2,12,38.9,3,12.8,26.15468783,-80.2998411,12.8,9.672900289,24.72,9.02673806,57.87,23.59849571,3.083002556,2.105683918,4.08,2.85702976,1.990513215,2.387537085
200,201,FL,Tallahassee,City,181376,"30.4548951211, -84.2526459938",1270600,NA,19.3,three,0.636,80.7,24.3,17.4,31.7,64.5,6.3,9.4,5.9,72.2,77.8,68.6,6.7,36.1,33.1,18.9,63.5,9.9,33.4,3.1,21.7,80.2,13.2,28.7,80.9,12.1,36.6,3.2,12.1,30.45489512,-84.25264599,13.17692308,10.19151231,24.66,7.961344108,59.62,22.02739708,2.828280915,4.203456627,10.25,2.189123547,3.857086159,1.509526972
201,202,FL,Tampa,City,335709,"27.996198041, -82.4450349799",1271000,NA,22.6,three,0.759,77.4,23.7,17.5,36.3,63.7,6,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,56.1,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,13.4,37.9,3.4,16.7,27.99619804,-82.44503498,14.23076923,10.92271216,25.84,8.357511591,56.87,21.38473235,5.265927479,3.955014759,10.93,1.609257088,3.982467078,2.986198204
202,203,FL,West Palm Beach,City,99919,"26.7478714655, -80.1337397544",1276600,NA,24,four,0.815,76,23.6,16.1,34.4,63.5,6.1,9,6.5,72.6,76.5,64.6,7,32.9,28.4,19.5,59.9,11,35.8,3.3,24.9,78,13.5,27.2,81.4,13.4,40.6,3.3,13.3,26.74787147,-80.13373975,13.86153846,10.85913889,25.66,9.427247743,58.18,21.71081656,3.859819542,3.499530346,9.43,2.139760433,2.862929936,1.968499049
203,204,GA,Albany,City,77434,"31.5776036766, -84.1763240815",1301052,NA,29.5,four,0.932,70.5,29.5,10.9,45.7,69.3,5.7,11.6,7.2,75.8,72.8,60,9.2,29.1,25.6,23.7,48.5,15.9,35.5,3.8,33.1,78.7,16.2,40.4,78.6,17.4,46.9,5,25.5,31.57760368,-84.17632408,17.55384615,12.98856006,31,14.1675686,56.79,21.84096304,5.281256164,3.945153144,10.33,1.48118196,3.209761154,3.011848823
204,205,GA,Athens,City,115452,"33.9508170683, -83.3689417445",1303440,NA,23.2,three,0.797,76.8,25.9,13.2,36.6,65.6,5.9,9.6,6.4,72.3,73.8,61.5,7.4,32.3,29,18.9,58.1,12.3,35.6,3.3,26.5,77.9,13.5,32.2,79.4,14,38.5,3.6,18.3,33.95081707,-83.36894174,14.8,11.33276959,25.86,10.11301142,57.31,21.30698633,3.607552741,3.24159213,9.24,1.774208582,4.395556795,1.855083107
205,206,GA,Atlanta,City,420003,"33.7626524683, -84.4231419055",1304000,NA,19.7,three,0.671,80.3,23.5,14.1,36.1,63.9,5.7,9.4,6.1,76.2,78.1,63.3,6.5,29.7,28.1,16.6,62.6,13.5,31.7,3.4,22.4,80.7,12,31.6,84.2,12.8,40.4,4.1,19.2,33.76265247,-84.42314191,14.15384615,10.58084869,25.02,10.91842479,58.65,23.98750832,5.667081819,4.261000985,11.05,1.569082812,3.045540744,3.063525393
206,207,GA,Augusta,City,195844,"33.3644561527, -82.0708396775",1304204,NA,24.2,four,0.823,75.8,27.6,12.5,41.9,66.9,5.8,10.2,6.7,75.7,74.6,62.7,8,32.4,26.6,21.8,53.4,14.4,33.5,3.5,28.1,79.9,14.3,36,81.9,14.9,44.1,4.2,22.8,33.36445615,-82.07083968,15.98461538,12.06985544,28.5,12.25418296,57.83,22.47369079,4.575324963,3.083342792,8.18,1.308164782,2.626258564,2.718748079
207,208,GA,Columbus,City,189885,"32.5099614852, -84.8770410586",1319000,NA,22.5,three,0.764,77.5,26.4,13.5,38.7,66,5.8,9.8,6.3,73.5,76,62.3,7.3,28.6,31.2,20.3,58.6,13.3,33.5,3.4,25.8,79.7,13.4,33.2,82.2,13.8,42.9,3.8,19.4,32.50996149,-84.87704106,14.99230769,11.42661087,27.14,11.39881573,58.06,22.47577461,4.896597705,3.861315906,10.39,1.387788856,3.316137917,2.670735889
208,209,GA,Johns Creek,City,76728,"34.0332991998, -84.2027195506",1342425,NA,10.4,one,0.113,89.6,18.1,15.8,25.8,57.3,5.9,6.8,4.2,75.1,80.1,71.3,3.7,37.9,39.4,10.1,78.6,7.4,30.7,2.4,14.1,82.4,7.8,19,86.6,7.3,32.9,1.9,7.2,34.0332992,-84.20271955,9.938461538,9.102063728,18.38,8.728516483,61.91,25.07484131,0.718400237,0.796317072,2.05,1.317840391,0.738427197,0.553907201
209,210,GA,Macon,City,91351,"32.8320417692, -83.6495823768",1349000,NA,30,four,0.938,70,29.9,11.2,44,69.2,5.6,11.8,7.4,74.3,73,57.9,9.6,29.2,22.9,25.9,45.9,16.6,37.3,3.8,34.5,76,16.6,42.9,77,18.2,46,5.2,28.5,32.83204177,-83.64958238,18.03846154,13.05402482,32.1,14.0611166,55.54,21.68584792,5.837181604,4.320117101,11.15,1.569177915,3.293048446,3.205871714
210,211,GA,Roswell,City,88346,"34.0391384583, -84.3512225277",1367284,NA,15.3,two,0.389,84.7,19.7,16.9,26.8,57.9,6.2,7.5,4.7,74.1,79.5,70.6,4.4,38.3,38.6,12.2,74.8,7.9,30.9,2.6,15.7,81.5,9.3,23.3,87.1,8.8,33.4,2.1,8.2,34.03913846,-84.35122253,10.7,9.190846896,20.3,8.350748469,61.77,23.58705153,1.647814952,2.170998686,9.7,1.909282451,2.593430615,0.63382334
211,212,GA,Sandy Springs,City,93853,"33.9366669867, -84.3703197084",1368516,NA,14.6,two,0.349,85.4,20.1,15.8,28.3,59.5,6.2,7.8,4.8,75,79.3,70.1,4.6,38.4,37.7,12.3,74,8.2,31.1,2.7,15.9,81.4,9.4,24.2,86.8,9,34.3,2.3,8.6,33.93666699,-84.37031971,11.00769231,9.414214566,20.5,8.868765416,61.68,23.73168534,1.771958509,2.415045683,7.3,2.026920274,2.537883262,0.789422831
212,213,GA,Savannah,City,136286,"32.0283615157, -81.1783435493",1369000,NA,23.5,four,0.812,76.5,26.9,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21,54.3,14,37,3.5,26.9,77.5,13.9,36,81.5,14.5,44.6,4.2,22,32.02836152,-81.17834355,15.78461538,12.02205239,28.4,12.23948528,57.08,22.87520735,3.648987605,3.239661736,8.06,1.522448239,2.543756529,1.966980835
213,214,GA,Warner Robins,City,66588,"32.5985113609, -83.6530271267",1380508,NA,21.7,three,0.756,78.3,26.7,13.3,37.8,64.8,5.9,9.6,6.5,75.1,75.9,62.9,7.6,33.4,27.7,19.3,57.7,12.5,35,3.3,26.9,79.1,13.3,33.6,81.9,13.7,40.7,3.6,20.1,32.59851136,-83.65302713,15.04615385,11.54474017,26.76,10.93105667,58.02,22.46111702,3.672610812,2.462122414,6.78,1.019287677,2.865228117,2.233346426
214,215,HI,Honolulu,City,953207,"21.4588039305, -157.973296737",15003,NA,11.4,one,0.153,88.6,17.7,19,26.4,57.4,5,8.6,4.1,65.5,71.6,63.2,3.7,30.6,32.9,15.5,69.8,9.1,30.2,3.6,22.2,80,8.9,22.1,76.2,8.8,48,2.5,7,21.45880393,-157.9732967,10.43076923,8.874155792,25.36,12.9504054,55.86,22.92408728,2.530582575,2.160553761,4.59,1.484628513,3.108912818,1.19641482
215,216,ID,Boise City,City,205671,"43.5984343897, -116.230885189",1608830,NA,16.4,two,0.445,83.6,22.6,15.8,27.6,52.4,6.2,8.9,5.4,60.6,70.6,63.3,5,32.3,31.4,16.4,66.6,6.9,31.6,2.2,16.4,72.3,10.4,25.8,78.3,10,28.9,2.6,13,43.59843439,-116.2308852,11.72307692,9.542287797,20.66,6.209508837,54.42,20.77914553,1.668780478,1.702968294,5.1,1.187081133,3.235898701,1.007462058
216,217,ID,Meridian,City,75092,"43.6185195383, -116.39758487",1652120,NA,14.8,two,0.369,85.2,22.1,16.6,26.5,51.6,6.2,8.7,5.2,61.1,71.8,64.9,4.7,32.8,32.6,15.9,69,6.6,31.1,2.2,15.5,73.4,10,24.8,80.2,9.3,28.5,2.4,12.3,43.61851954,-116.3975849,11.33076923,9.327592099,20.26,5.991076698,55.22,21.62502665,1.286120967,1.01664715,3.08,0.583095189,2.077085871,0.74065608
217,218,ID,Nampa,City,81557,"43.5829315681, -116.564145085",1656260,NA,27.1,four,0.89,72.9,25.1,14.2,30.8,54.2,5.9,9.7,6.5,54.8,64.2,51.2,6.8,29.3,24.1,21,56,9.2,34.9,2.6,23.3,62.8,13.3,35.1,70.2,14.1,34.3,3.3,18.2,43.58293157,-116.5641451,13.87692308,10.48762396,25.58,8.977026234,49.39,16.57182683,3.143395309,2.247648344,7.77,1.094742681,3.902021173,1.533078495
218,219,IL,Arlington Heights,City,75101,"42.095623342, -87.9825627457",1702154,NA,8.1,one,0.031,91.9,20.6,23.6,23.7,57.3,6,8.3,4.6,69,75.2,67.8,4.2,38.5,35.1,14.1,73.6,6.6,30.3,2.1,17,79.8,8.6,21.5,83.9,8.1,30.2,2,8.6,42.09562334,-87.98256275,10.28461538,8.842496457,21.28,6.222298611,58.83,24.24541423,1.294418588,1.659186678,3.57,1.641032301,2.116989613,0.774708436
219,220,IL,Aurora,City,197899,"41.7637750837, -88.2900949057",1703012,NA,19.8,three,0.679,80.2,23.7,18.5,29.9,59.7,5.5,9.5,6.3,65.3,71.4,56.3,6.1,31.3,25.6,17.6,60.5,11.1,33.4,2.8,27,72.5,11.8,32,80.7,13.2,35.5,3.1,19.2,41.76377508,-88.29009491,13.50769231,10.08087807,26.12,7.968500486,54.31,21.22930103,4.382572922,3.124762476,11.81,1.161630077,6.141587544,1.816617385
220,221,IL,Bloomington,City,76610,"40.4756778366, -88.9700813515",1706613,NA,10.7,one,0.125,89.3,23,19.5,27.8,59.4,6,9.3,5.6,65.6,74.2,63,5.6,35.6,30.4,16.9,68.1,8.3,33,2.4,21.7,76.7,10.4,29.1,82,10.3,33.1,2.6,13.9,40.47567784,-88.97008135,12.16923077,9.745715692,24.06,6.796175395,56.57,23.22647197,3.125723105,2.944264875,5.34,2.274559999,4.227266565,2.012551197
221,222,IL,Bolingbrook,City,73366,"41.6911653908, -88.1011218035",1707133,NA,13.3,one,0.268,86.7,23.3,19.2,30.5,59.9,5.4,9,5.5,67.1,73.7,61.4,5.1,30.4,25.9,16.2,66.4,10.1,32.1,2.5,23.8,76.4,10,31.8,81.7,10.5,37.8,2.7,14.5,41.69116539,-88.1011218,12.4,10.02970588,25.76,8.940246082,55.62,23.68519463,2.633885522,2.007009775,6.35,0.601591028,3.04097024,1.427410242
222,223,IL,Champaign,City,81055,"40.1151051361, -88.2729845986",1712385,NA,12.5,one,0.208,87.5,23.1,18.6,29.6,61.9,5.9,9.5,5.6,66.3,72.7,61.5,5.6,36.2,30,16.8,64,9.1,33,2.4,22.4,76.4,10.8,30.2,79.6,10.8,33.6,2.8,13.1,40.11510514,-88.2729846,12.40769231,9.943545774,24.32,7.308351387,56.11,22.22943244,3.104173761,3.652554982,8.17,2.329196835,5.295936874,1.611112724
223,224,IL,Chicago,City,2695598,"41.8372950615, -87.6862308732",1714000,NA,18.8,three,0.624,81.2,24.2,18.7,31.5,62.9,5.3,10.2,6,69.9,72.1,56.9,6.1,29.9,25.3,19.1,56.4,12.4,31.5,3,27.6,77,12.1,31.3,78.6,13.5,37.4,3.7,18.5,41.83729506,-87.68623087,13.69230769,9.939857606,26.82,8.033492391,54.78,22.22465098,5.046446037,3.680275385,10.45,1.322203466,3.968810637,2.512903379
224,225,IL,Cicero,City,83891,"41.844539143, -87.7592873023",1714351,NA,32.6,four,0.956,67.4,23.8,18.5,28,59,4.8,9.4,6.9,65.3,69.4,48.1,6.2,28,21.7,19.9,47.4,14,32.7,3.3,34.8,72,13.5,33.9,75.6,16.6,37.1,3.4,20.9,41.84453914,-87.7592873,14.11538462,9.747123178,28.84,8.890894218,51.91,19.41462507,1.30128142,1.281145321,4.42,0.543100666,1.532100954,0.334664011
225,226,IL,Decatur,City,76122,"39.8555822645, -88.9336983421",1718823,NA,15.7,two,0.396,84.3,26.8,18.4,33.6,63.2,6,11,6.5,66.4,71,57.5,7.6,33.9,27.7,23.4,56.6,10.6,32.8,2.7,28.1,73.7,13.6,35.3,77.5,13.9,36.6,3.4,18.6,39.85558226,-88.93369834,14.39230769,10.5774494,28.36,7.744869269,54.32,21.20879273,4.020477142,3.661082103,7.18,1.618055453,3.83843346,2.167851766
226,227,IL,Elgin,City,108188,"42.0385402472, -88.3224947104",1723074,NA,18.4,three,0.605,81.6,23.4,19.7,28.8,59.3,5.5,9.2,6,65.7,71,58.1,5.9,33.3,28.1,17.7,62.1,10.2,33.1,2.6,25.8,72.8,11.4,30.8,80.7,12.4,35.1,2.8,15.8,42.03854025,-88.32249471,12.85384615,9.842223274,25.82,7.319631138,54.95,20.97714365,2.30669316,1.951819664,7.58,1.140365439,3.871296079,0.980934928
227,228,IL,Evanston,City,74486,"42.0463099649, -87.6940348773",1724582,NA,9.3,one,0.065,90.7,21.1,20.9,27.1,60.1,5.8,8.9,4.7,70.4,74,66.9,4.2,36.9,32.6,13.6,70.7,7.9,30.6,2.3,18,80.6,8.9,24,83.4,8.7,32,2.4,9.6,42.04630996,-87.69403488,10.93846154,9.280942702,21.7,6.915923655,58.49,24.19882688,1.938709563,2.012867106,4.4,1.746780418,2.851882763,0.878650183
228,229,IL,Joliet,City,147433,"41.5206390037, -88.1507097756",1738570,NA,16.7,two,0.452,83.3,25.2,19.8,30.8,60.2,5.7,9.8,6.2,65.5,73,58.5,6.2,30.5,25.4,19.5,62.1,10.7,32.5,2.7,26.4,74,11.8,35.2,80.3,12.6,38.1,3,16.9,41.520639,-88.15070978,13.39230769,10.11652621,27.8,8.597964875,54.62,22.2782804,3.604855031,2.69202526,9.86,1.752334662,3.406170871,1.704992669
229,230,IL,Naperville,City,141853,"41.7482001145, -88.1657705099",1751622,NA,7,one,0.011,93,20,20.6,25.7,57.3,5.8,8.1,4.5,67.2,76.1,67.4,3.7,38.3,33.9,11.3,76.4,6.7,31.9,2.1,15.9,79.7,7.8,22.7,85.2,7.4,30.5,1.9,8.2,41.74820011,-88.16577051,10.29230769,9.44249804,20.2,7.24913788,58.85,24.97346369,0.912540497,0.64149503,1.61,1.323664346,1.112768605,0.707151675
230,231,IL,Palatine,City,68557,"42.1180663695, -88.042989882",1757225,NA,11.3,one,0.14,88.7,20.9,22.2,24.5,57.9,5.8,8.4,4.8,68.6,74,65.5,4.5,37.4,33.7,14.9,69.7,7.4,30.7,2.2,19.3,78.8,9.3,22.8,82,9.1,31.4,2.2,9.8,42.11806637,-88.04298988,10.73846154,8.933694501,22.12,6.055328232,57.89,23.01151644,1.86427568,1.753689987,6.3,1.315765213,2.687395624,0.797197472
231,232,IL,Peoria,City,115007,"40.7515684146, -89.615255458",1759000,NA,14.5,two,0.338,85.5,25.3,18.4,33,62.1,5.8,10.6,6.2,66.8,72.5,58.8,6.8,30.5,27.4,20,61,10.4,32.6,2.7,25.6,76.6,12.4,34.2,79.5,12.7,37.1,3.3,16.9,40.75156841,-89.61525546,13.74615385,10.38064026,27.06,8.347933876,54.97,22.64558088,5.330984602,4.278250644,9.09,1.744603926,4.308620926,2.956923541
232,233,IL,Rockford,City,152871,"42.2633180015, -89.0625958362",1765000,NA,19.1,three,0.626,80.9,25.6,18,33.8,62.7,5.8,11,6.7,64.4,70.5,55,7.8,30.2,25.5,22.4,53.7,11.2,35.2,2.9,31.1,69.8,13.9,37.5,77.3,15,37.3,3.5,20.1,42.263318,-89.06259584,14.80769231,10.85913299,29.26,8.800170453,52.82,20.63571876,4.586660313,3.889154471,9.22,1.888994941,4.587664884,2.450542726
233,234,IL,Schaumburg,City,74227,"42.0305488755, -88.0838663543",1768003,NA,9,one,0.048,91,20.7,21.6,24.1,57.9,5.7,8.2,4.6,69.3,74.6,65.5,4.4,36.7,33.5,14.4,70.9,7.3,30.5,2.1,19.1,79.1,8.8,21.1,81.5,8.6,32.1,2.2,10.2,42.03054888,-88.08386635,10.56923077,8.876784761,21.66,6.491764013,57.8,23.75317523,2.329971388,1.220655562,2.24,3.01579177,2.44620795,1.75728958
234,235,IL,Springfield,City,116250,"39.7716473322, -89.6540780049",1772000,NA,12.7,one,0.206,87.3,25,19.1,32.9,63,6,10.3,5.9,65.5,73.7,60.3,6.5,35.9,31.1,19.9,62.8,9.3,31.8,2.5,24.7,74.4,11.9,32.2,80.3,11.9,34.8,2.9,15.3,39.77164733,-89.654078,13.24615385,10.30886474,26.14,7.111469609,55.97,21.97276344,4.14431658,3.514515069,7,1.433413168,3.750162787,2.364491381
235,236,IL,Waukegan,City,89078,"42.3702955582, -87.8712595095",1779293,NA,25.9,four,0.871,74.1,23.9,16.4,31.6,62,5.2,10.3,6.9,64.6,72.1,53.4,7,24.5,23.2,20.3,52.7,13.1,32.6,3.1,32.6,74.1,13.4,35.6,77.3,15.6,37.3,3.7,22.6,42.37029556,-87.87125951,14.53846154,10.17796136,28.44,9.464301348,52.98,21.21586409,3.943467172,3.013442107,10.89,0.935645944,3.787158125,1.532557775
236,237,IN,Bloomington,City,80405,"39.1637458221, -86.5257124351",1805860,NA,16.5,two,0.439,83.5,25.6,13.9,32.8,62.6,6.2,10.2,6.3,62.2,70.6,61.7,7.3,32.2,27.8,19.8,62,9.3,35.1,2.5,23.1,71.9,12.6,29,75.7,12.5,35.1,2.8,13.8,39.16374582,-86.52571244,13.61538462,10.78106721,24.18,8.193106859,54.32,20.81200508,1.903708293,3.546621817,7.22,1.924488996,5.349813081,1.241168804
237,238,IN,Carmel,City,79191,"39.9658404613, -86.1461278461",1810342,NA,7.7,one,0.019,92.3,19.8,17.1,28,61.7,6.2,8.3,4.7,68.7,78.4,71.6,4.3,37.4,34.7,11.8,79.7,6.8,31,2.1,15,79.7,8.3,24.6,86.5,7.1,29,1.9,8,39.96584046,-86.14612785,10.5,9.527416579,19.5,7.09859141,60.61,25.63103371,1.388455805,0.906484576,2.25,1.286634591,1.835314946,1.155854662
238,239,IN,Evansville,City,117429,"37.9867158026, -87.538270731",1822000,NA,18.2,three,0.576,81.8,29,15.8,35.9,65,6.1,11,6.9,71.1,72.2,63.1,9,31.9,29.1,25.3,59.6,10.5,33.8,2.8,28.9,74.3,14.4,35.1,77.8,14.3,39.3,3.3,18.7,37.9867158,-87.53827073,15.05384615,11.19357073,28.88,9.099010935,56.23,21.54499426,3.571631109,2.798738827,5.74,1.110630452,3.187523314,2.374663006
239,240,IN,Fishers,City,76794,"39.9587635263, -85.969310702",1823278,NA,8.1,one,0.026,91.9,20.2,17.5,28.3,61.9,6.2,8.6,4.8,68.8,78.8,71.3,4.4,37.1,34.8,12.6,79.1,7.1,30.9,2.1,15.4,79.6,8.7,25.7,86.9,7.4,29.6,1.9,8,39.95876353,-85.9693107,10.66153846,9.546948767,20.16,7.188393423,60.64,25.56847886,0.561248608,0.430116263,0.89,0.733901295,0.74516963,0.538516481
240,241,IN,Fort Wayne,City,253691,"41.0884920417, -85.1435898792",1825000,NA,18.9,three,0.615,81.1,26,14.9,31.1,64.5,6.1,10.5,6.5,61,71.4,59.3,7.8,31.2,25.9,23.7,62.7,10.8,32.9,2.7,26.2,69.9,13.3,33.4,75.8,12.8,36.3,3.1,16,41.08849204,-85.14358988,13.81538462,10.10444178,26.9,8.446004973,54.06,20.64316944,3.974354393,3.585486386,9.64,1.351328573,4.362961483,2.21004729
241,242,IN,Gary,City,80294,"41.5904779239, -87.3472907397",1827000,NA,28.6,four,0.903,71.4,31.1,10.3,47.8,69.4,5.2,13.5,7.9,71,70.7,46.3,10.2,18.8,16.6,31.4,38.8,18.2,33.9,3.8,37.3,70.6,17.3,46.9,71.7,18.3,52,5.6,30.4,41.59047792,-87.34729074,18.70769231,13.424695,35.58,16.25782888,50.25,23.15782805,2.718665074,2.158369556,5.15,0.757613684,3.389217564,1.691051718
242,243,IN,Hammond,City,80830,"41.6171442828, -87.4909551115",1831000,NA,27.3,four,0.891,72.7,27.5,13.7,36.4,63.3,5.6,10.9,7.3,64.3,70.2,47.2,8.9,24.2,21,27.2,48.5,13,34.4,3,32.2,66.5,15,37.5,72.4,15.8,43.6,3.6,22.7,41.61714428,-87.49095511,15.7,11.26854028,30.84,11.35838897,50.49,19.98068234,3.865501942,2.677991304,7.92,0.768723404,3.598464585,2.330913532
